funded_amnt,TermInMonths,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,open_acc,total_acc
-0.898926393,36,-0.644027882,-0.886022207,1,0,-1.017596226,2,1,0.870915605,-0.978858509,-0.551740026
-0.258916177,60,1.445150893,-0.490681469,5,0,-0.716392217,2,10,-1.709765962,-1.43349295,-1.622505961
-0.365584546,36,0.225089331,-0.240542643,5,0,-0.059219833,3,2,-1.039707692,-0.751541289,0.03231412
-1.298932778,36,-0.644027882,-1.31265167,1,0,-0.119460635,2,7,-0.475582443,0.157727593,-0.357055311
2.967801996,60,1.866755178,2.459221264,10,0,1.003208854,2,2,-0.347952296,-1.20617573,-1.038451815
-1.298932778,36,0.107322771,-1.29281838,3,0,-0.059219833,2,8,0.138318563,-0.296906848,-0.259712953
-1.138930224,60,-0.278951546,-1.32466278,6,0,-1.04224019,2,8,-0.406662164,-0.978858509,-1.135794173
-1.298932778,36,-0.203580947,-1.301110747,3,0,-0.880685312,2,2,0.588852981,-0.069589628,-0.551740026
-1.49893597,36,-1.402444529,-1.535733443,8,0,-0.716392217,2,2,0.137042261,-0.524224068,0.226998835
-0.885592847,36,-1.637977649,-0.923423347,3,0,0.12410388,2,2,-1.564267595,-0.524224068,-0.649082384
-0.365584546,36,-0.969063588,-0.345180347,10,0,-0.168748564,2,2,0.221278158,0.612362034,0.811052982
-1.285599232,36,-0.203580947,-1.286492244,4,0,-0.661189736,2,0,0.100029519,-0.751541289,-1.330478888
-1.432268239,36,-1.402444529,-1.467855716,2,0,-0.606863486,2,2,-0.900590832,-1.43349295,-1.23313653
-0.952260577,36,-0.410850093,-0.931501993,10,0,-0.168748564,2,2,-1.214560993,0.612362034,-0.454397669
1.634447379,36,-1.637977649,1.604380803,3,0,1.857532952,2,2,-1.353677853,1.748948136,1.589791843
-0.165581354,36,-1.637977649,-0.201218015,3,0,-0.757465491,2,2,0.653944356,0.612362034,0.03231412
0.221091485,36,-1.939460042,0.150566424,4,0,-0.497334755,2,8,-1.783791448,-1.20617573,-1.330478888
2.381125964,60,1.789029249,1.906710248,2,0,0.269366359,2,1,-0.242019275,0.612362034,0.03231412
0.301092762,36,-0.048129088,0.472344462,2,0,-0.771156582,2,2,0.782850804,-0.978858509,-1.135794173
-1.032261854,36,-0.969063588,-1.042252113,10,0,0.696528408,2,8,-0.127152142,0.157727593,-0.162370596
-0.832258662,36,-1.637977649,-0.869950403,5,0,-0.733560845,3,1,-0.300729142,-1.20617573,0.226998835
-1.165597316,36,-1.199886045,-1.189548489,4,0,-0.113984198,1,12,0.246804188,0.839679254,0.616368266
0.967770071,36,-0.410850093,1.145650475,5,0,-0.333041659,2,2,0.060464173,-0.296906848,0.908395339
-0.658922562,36,-1.637977649,-0.696067159,1,0,0.214601993,2,2,-1.108627971,-1.43349295,-1.038451815
0.301092762,36,-0.410850093,0.424428259,6,0,-0.552099121,2,2,0.623313121,0.157727593,-0.162370596
-0.365584546,36,0.338145229,-0.230412277,2,0,-0.606863486,2,5,0.232764871,-1.20617573,-1.525163604
-1.032261854,36,0.107322771,-0.995190792,4,0,1.857532952,2,2,-0.425806686,0.157727593,0.616368266
-0.07224653,36,-0.278951546,0.034644261,3,0,-0.196130746,2,4,-0.567476149,0.385044813,0.03231412
0.167757301,36,1.209617773,0.484312827,3,0,-0.03183765,2,5,0.585024077,3.112851459,0.908395339
-0.365584546,36,-0.278951546,-0.285253034,4,0,-0.179838348,2,1,0.029832938,1.066996475,0.03231412
-1.218931501,36,0.338145229,-1.196088345,4,0,-1.072360591,2,2,-1.363888265,-1.20617573,-1.525163604
